STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,SUBSCRIP,F_PRSUB,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,REFERENC,F_REFER,REGBOR,F_REGBOR,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,KIDPRO,F_KIDPRO,YAPRO,F_YAPRO,TOTATTEN,F_TOTATT,KIDATTEN,F_KIDATT,YAATTEN,F_YAATT,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,WIFISESS,F_WIFISS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH
IL,IL0175,30234,"DOMINY MEMORIAL LIBRARY","201 SOUTH THIRD STREET",FAIRBURY,61739,1583,"201 SOUTH THIRD STREET",FAIRBURY,61739,1583,LIVINGSTON,8156923231,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,3757,R_19,3757,1,R_19,0,R_19,0,R_19,0.88,R_19,0.88,R_19,1.78,R_19,2.66,R_19,117482,R_19,6638,R_19,0,R_19,62382,R_19,186502,R_19,81711,R_19,24852,R_19,106563,R_19,11240,R_19,1050,R_19,938,R_19,13228,R_19,39752,R_19,159543,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,22926,R_19,43559,R_19,600,R_19,13860,R_19,1073,R_19,2,R_19,3,R_19,13,R_19,16,R_19,18,R_19,2340,R_19,40150,R_19,1825,R_19,1511,R_19,40623,R_19,22420,R_19,1927,R_19,38696,R_19,0,R_19,1927,R_19,40623,R_19,3888,R_19,6920,R_19,96,R_19,69,R_19,5,R_19,1545,R_19,1135,R_19,50,R_19,8,R_19,2099,R_19,2999,ID19,-1,2019,3,2,0,0,0,-88.5131,40.74333,17,105,24764,35648,32,32,9608.0,4049,1716,38700,1,A
IL,IL0176,30268,"FAIRFIELD PUBLIC LIBRARY","300 SOUTH EAST SECOND STREET",FAIRFIELD,62837,2127,"300 SOUTH EAST SECOND STREET",FAIRFIELD,62837,2127,WAYNE,6188424516,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,5154,R_19,5154,1,R_19,0,R_19,0,R_19,0.0,R_19,0.95,R_19,1.93,R_19,2.88,R_19,57343,R_19,9961,R_19,0,R_19,33160,R_19,100464,R_19,84354,R_19,41536,R_19,125890,R_19,7043,R_19,388,R_19,8626,R_19,16057,R_19,21938,R_19,163885,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,38905,R_19,36543,R_19,622,R_19,28745,R_19,2476,R_19,0,R_19,1,R_19,13,R_19,14,R_19,28,R_19,2080,R_19,56187,R_19,3088,R_19,654,R_19,27520,R_19,6899,R_19,3045,R_19,24475,R_19,0,R_19,3045,R_19,27520,R_19,22218,R_19,19739,R_19,174,R_19,53,R_19,0,R_19,2334,R_19,1302,R_19,0,R_19,9,R_19,9539,R_19,3875,ID19,-1,2019,3,2,0,0,0,-88.3588,38.37744,17,191,24816,16215,33,33,9552.0,3032,1715,-4,N,A
IL,IL0177,30669,"VANCE TOWNSHIP LIBRARY","107 SOUTH MAIN STREET",FAIRMOUNT,61841,6193,"107 SOUTH MAIN STREET",FAIRMOUNT,61841,6193,VERMILION,2177332164,ME,CI,SO,Y,CI1,N,04/01/2018,03/31/2019,1057,R_19,1057,1,R_19,0,R_19,0,R_19,0.0,R_19,0.6,R_19,0.3,R_19,0.9,R_19,33673,R_19,764,R_19,0,R_19,1753,R_19,36190,R_19,-9,H_19,-9,H_19,-9,H_19,3098,R_19,250,R_19,1188,R_19,4536,R_19,-9,H_19,31550,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,11713,R_19,36465,R_19,323,R_19,28019,R_19,1224,R_19,0,R_19,1,R_19,13,R_19,14,R_19,25,R_19,1508,R_19,2000,R_19,210,R_19,283,R_19,5537,R_19,1732,R_19,194,R_19,5343,R_19,10,R_19,204,R_19,5547,R_19,1624,R_19,588,R_19,44,R_19,38,R_19,2,R_19,222,R_19,127,R_19,4,R_19,1,R_19,194,R_19,30,R_19,57,2019,3,1,0,0,0,-87.8305,40.04592,17,183,24985,75758,42,42,109.0,1049,1715,19180,0,A
IL,IL0178,30269,"FAIRVIEW HEIGHTS PUBLIC LIBRARY","10017 BUNKUM ROAD","FAIRVIEW HEIGHTS",62208,1703,"10017 BUNKUM ROAD","FAIRVIEW HEIGHTS",62208,1703,"ST. CLAIR",6184892070,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,17078,R_19,17078,1,R_19,0,R_19,0,R_19,1.0,R_19,2.65,R_19,5.25,R_19,7.9,R_19,555451,R_19,21347,R_19,14959,R_19,78566,R_19,670323,R_19,355025,R_19,113280,R_19,468305,R_19,44964,R_19,15794,R_19,30500,R_19,91258,R_19,73692,R_19,633255,R_19,19910,R_19,0,R_19,0,R_19,0,R_19,19910,R_19,16788,R_19,36498,R_19,36728,R_19,7471,R_19,36624,R_19,3911,R_19,0,R_19,15,R_19,13,R_19,28,R_19,79,R_19,2808,R_19,112608,R_19,16959,R_19,3026,R_19,94382,R_19,28313,R_19,7662,R_19,86720,R_19,44978,R_19,52640,R_19,139360,R_19,24475,R_19,20503,R_19,104,R_19,50,R_19,2,R_19,2054,R_19,1148,R_19,57,R_19,9,R_19,9135,R_19,4559,R_19,45000,2019,3,1,0,0,0,-90.0127,38.59826,17,163,25141,259686,21,21,5034.02,1020,1712,41180,0,A
IL,IL0179,30270,"FARMER CITY PUBLIC LIBRARY","109 EAST GREEN STREET","FARMER CITY",61842,1508,"109 EAST GREEN STREET","FARMER CITY",61842,1508,"DE WITT",3099289532,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,2037,R_19,2037,1,R_19,0,R_19,0,R_19,0.0,R_19,0.63,R_19,0.28,R_19,0.91,R_19,33663,R_19,2596,R_19,4999,R_19,10241,R_19,51499,R_19,-9,H_19,-9,H_19,-9,H_19,8524,R_19,1655,R_19,0,R_19,10179,R_19,-9,H_19,60529,R_19,0,R_19,0,R_19,0,R_19,0,IM19,0,IG15,0,R_19,15770,R_19,12636,R_19,148,R_19,2290,R_19,0,R_19,2,R_19,0,R_19,13,R_19,13,R_19,21,R_19,1300,R_19,5546,R_19,1632,R_19,950,R_19,7030,R_19,3885,R_19,260,R_19,6770,R_19,0,R_19,260,R_19,7030,R_19,47,R_19,331,R_19,83,R_19,76,R_19,0,R_19,1713,R_19,1670,R_19,0,R_19,2,R_19,287,R_19,1798,ID19,-1,2019,3,2,0,0,0,-88.6424,40.24337,17,39,25414,15638,42,42,9714.0,2143,1713,-4,N,A
IL,IL0180,30272,"FARMINGTON AREA LIBRARY DISTRICT","411 NORTH LIGHTFOOT ROAD",FARMINGTON,61531,9601,"411 NORTH LIGHTFOOT ROAD",FARMINGTON,61531,9601,FULTON,3092452175,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,7020,R_19,7020,1,R_19,0,R_19,0,R_19,0.0,R_19,2.95,R_19,1.45,R_19,4.4,R_19,244537,R_19,11558,R_19,0,R_19,10580,R_19,266675,R_19,125339,R_19,18174,R_19,143513,R_19,16696,R_19,1132,R_19,3289,R_19,21117,R_19,126391,R_19,291021,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,32983,R_19,43659,R_19,958,R_19,14335,R_19,2237,R_19,0,R_19,1,R_19,13,R_19,14,R_19,39,R_19,3016,R_19,27198,R_19,2600,R_19,1826,R_19,33999,R_19,9935,R_19,5318,R_19,28681,R_19,125,R_19,5443,R_19,34124,R_19,4576,R_19,4469,R_19,289,R_19,203,R_19,13,R_19,5360,R_19,3903,R_19,321,R_19,12,R_19,3749,R_19,3092,R_19,11500,2019,3,1,0,0,0,-89.9867,40.69748,17,57,25531,34340,42,42,9528.0,3000,1717,37900,0,A
IL,IL0181,30276,"FLORA PUBLIC LIBRARY","216 NORTH MAIN STREET",FLORA,62839,1510,"216 NORTH MAIN STREET",FLORA,62839,1510,CLAY,6186626553,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,5070,R_19,5070,1,R_19,0,R_19,0,R_19,0.0,R_19,0.93,R_19,3.0,R_19,3.93,R_19,179781,R_19,6338,R_19,4999,R_19,29827,R_19,220945,R_19,91516,R_19,59850,R_19,151366,R_19,24407,R_19,4783,R_19,1152,R_19,30342,R_19,41606,R_19,223314,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,41400,R_19,36728,R_19,1009,R_19,36624,R_19,1744,R_19,1,R_19,2,R_19,13,R_19,15,R_19,59,R_19,2132,R_19,35899,R_19,312,R_19,1037,R_19,33245,R_19,9326,R_19,4959,R_19,28286,R_19,260,R_19,5219,R_19,33505,R_19,9491,R_19,10002,R_19,64,R_19,28,R_19,0,R_19,1352,R_19,762,R_19,0,R_19,6,R_19,1705,R_19,722,R_19,7775,2019,3,1,0,0,0,-88.4865,38.67015,17,25,26454,13184,33,33,9721.0,3094,1715,-4,N,A
IL,IL0182,30277,"FLOSSMOOR PUBLIC LIBRARY","1000 STERLING AVENUE",FLOSSMOOR,60422,1253,"1000 STERLING AVENUE",FLOSSMOOR,60422,1253,COOK,7087983600,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,9464,R_19,9464,1,R_19,0,R_19,0,R_19,4.1,R_19,4.1,R_19,14.55,R_19,18.65,R_19,1274521,R_19,25602,R_19,0,R_19,59482,R_19,1359605,R_19,685069,R_19,176363,R_19,861432,R_19,79377,R_19,10308,R_19,17897,R_19,107582,R_19,311418,R_19,1280432,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,63732,R_19,57866,R_19,5219,R_19,14142,R_19,4357,R_19,985,R_19,7,R_19,13,R_19,20,R_19,141,R_19,3241,R_19,132924,R_19,7051,R_19,3936,R_19,159287,R_19,55264,R_19,4340,R_19,154947,R_19,4746,R_19,9086,R_19,164033,R_19,15101,R_19,16215,R_19,388,R_19,185,R_19,71,R_19,3628,R_19,1889,R_19,510,R_19,25,R_19,9957,R_19,14581,R_19,51700,2019,3,1,0,0,0,-87.6784,41.54405,17,31,26571,5150233,21,21,8298.0,3003,1702,16980,0,A
IL,IL0183,30278,"FONDULAC PUBLIC LIBRARY DISTRICT","400 RICHLAND STREET","EAST PEORIA",61611,2461,"400 RICHLAND STREET","EAST PEORIA",61611,2461,TAZEWELL,3096993917,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,22754,R_19,22754,1,R_19,0,R_19,0,R_19,2.6,R_19,13.3,R_19,9.6,R_19,22.9,R_19,1463802,R_19,154206,R_19,0,R_19,52176,R_19,1670184,R_19,779268,R_19,244909,R_19,1024177,R_19,90225,R_19,21317,R_19,14820,R_19,126362,R_19,398463,R_19,1549002,R_19,542989,R_19,0,R_19,0,R_19,0,R_19,542989,R_19,941481,R_19,84649,R_19,40388,R_19,8854,R_19,15035,R_19,9823,R_19,442,R_19,12,R_19,13,R_19,25,R_19,99,R_19,3524,R_19,118100,R_19,13010,R_19,4552,R_19,219216,R_19,70678,R_19,9739,R_19,209477,R_19,13062,R_19,22801,R_19,232278,R_19,20498,R_19,21412,R_19,602,R_19,402,R_19,41,R_19,12269,R_19,9607,R_19,317,R_19,79,R_19,28327,R_19,13104,R_19,1806402,2019,3,1,0,0,0,-89.5854,40.66987,17,179,22164,131803,21,21,201.0,3101,1718,37900,0,A
IL,IL0184,30280,"FOREST PARK PUBLIC LIBRARY","7555 JACKSON BOULEVARD","FOREST PARK",60130,1809,"7555 JACKSON BOULEVARD","FOREST PARK",60130,1809,COOK,7083667171,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,14167,R_19,14167,1,R_19,0,R_19,0,R_19,8.65,R_19,8.65,R_19,9.15,R_19,17.8,R_19,1780750,R_19,50592,R_19,0,R_19,77402,R_19,1908744,R_19,847843,R_19,250915,R_19,1098758,R_19,108576,R_19,44374,R_19,41246,R_19,194196,R_19,304324,R_19,1597278,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,263949,R_19,76890,R_19,44317,R_19,6538,R_19,12145,R_19,6208,R_19,3056,R_19,17,R_19,13,R_19,30,R_19,104,R_19,3484,R_19,172154,R_19,21892,R_19,5283,R_19,157923,R_19,39402,R_19,19824,R_19,138099,R_19,20164,R_19,39988,R_19,178087,R_19,19060,R_19,12366,R_19,588,R_19,334,R_19,51,R_19,7539,R_19,4975,R_19,455,R_19,45,R_19,36868,R_19,12449,R_19,35773,2019,3,1,0,0,0,-87.8144,41.87582,17,31,26935,5150233,21,21,8160.0,2016,1707,16980,0,A
IL,IL0185,30281,"FORREST PUBLIC LIBRARY DISTRICT","301 WEST JAMES STREET",FORREST,61741,9355,"301 WEST JAMES STREET",FORREST,61741,9355,LIVINGSTON,8156578805,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,2153,R_19,2153,1,R_19,0,R_19,0,R_19,0.0,R_19,0.0,R_19,1.63,R_19,1.63,R_19,123490,R_19,4418,R_19,0,R_19,4533,R_19,132441,R_19,-9,H_19,-9,H_19,-9,H_19,19661,R_19,0,R_19,2298,R_19,21959,R_19,-9,H_19,143996,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,20938,R_19,26856,R_19,789,R_19,6489,R_19,1013,R_19,0,R_19,0,R_19,13,R_19,13,R_19,40,R_19,1968,R_19,5589,R_19,152,R_19,401,R_19,47575,R_19,5431,R_19,32929,R_19,14646,R_19,0,R_19,32929,R_19,47575,R_19,1634,R_19,1132,R_19,115,R_19,98,R_19,4,R_19,1840,R_19,1756,R_19,16,R_19,6,R_19,964,R_19,1900,ID19,15,2019,3,2,0,0,0,-88.4137,40.75327,17,105,27026,35648,42,42,9609.0,1029,1716,38700,1,A
IL,IL0186,30282,"FORRESTON PUBLIC LIBRARY","204 FIRST AVENUE",FORRESTON,61030,7705,"204 FIRST AVENUE",FORRESTON,61030,7705,OGLE,8159382624,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,1446,R_19,1446,1,R_19,0,R_19,0,R_19,0.0,R_19,0.74,R_19,0.25,R_19,0.99,R_19,27104,R_19,3871,R_19,0,R_19,6249,R_19,37224,R_19,-9,H_19,-9,H_19,-9,H_19,8276,R_19,389,R_19,1064,R_19,9729,R_19,-9,H_19,45924,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,18685,R_19,30549,R_19,743,R_19,11535,R_19,1486,R_19,0,R_19,0,R_19,13,R_19,13,R_19,34,R_19,1560,R_19,10000,R_19,2600,R_19,795,R_19,9439,R_19,3717,R_19,303,R_19,9136,R_19,0,R_19,303,R_19,9439,R_19,2124,R_19,1451,R_19,46,R_19,36,R_19,0,R_19,626,R_19,562,R_19,0,R_19,3,R_19,1500,R_19,1008,ID19,-1,2019,3,2,0,0,0,-89.579,42.12617,17,141,27065,50643,42,42,9608.0,4026,1716,40300,1,A
IL,IL0187,30283,"FORSYTH PUBLIC LIBRARY","268 SOUTH ELWOOD STREET",FORSYTH,62535,4020,"268 SOUTH ELWOOD STREET",FORSYTH,62535,4020,MACON,2178778174,ME,CI,SO,Y,CI1,N,01/01/2018,12/31/2018,3490,R_19,3490,1,R_19,0,R_19,0,R_19,1.0,R_19,1.75,R_19,3.7,R_19,5.45,R_19,375546,R_19,7072,R_19,0,R_19,11112,R_19,393730,R_19,190779,R_19,58407,R_19,249186,R_19,41389,R_19,9281,R_19,7552,R_19,58222,R_19,70094,R_19,377502,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,43932,R_19,56661,R_19,1692,R_19,9608,R_19,2451,R_19,97,R_19,14,R_19,13,R_19,27,R_19,130,R_19,2860,R_19,46026,R_19,2799,R_19,1224,R_19,79061,R_19,39879,R_19,4710,R_19,74351,R_19,2511,R_19,7221,R_19,81572,R_19,8765,R_19,8363,R_19,251,R_19,174,R_19,8,R_19,5510,R_19,4701,R_19,100,R_19,7,R_19,2876,R_19,2786,ID19,4624,2019,3,2,0,0,0,-88.9508,39.93299,17,115,27091,104009,23,23,29.01,1066,1713,19500,0,A
IL,IL0188,30284,"FOSSIL RIDGE PUBLIC LIBRARY DISTRICT","386 WEST KENNEDY ROAD",BRAIDWOOD,60408,1903,"386 WEST KENNEDY ROAD",BRAIDWOOD,60408,1903,WILL,8154582187,ME,LD,MO,Y,OTH,N,07/01/2018,06/30/2019,14803,R_19,14803,1,R_19,0,R_19,1,R_19,0.94,R_19,5.16,R_19,5.69,R_19,10.85,R_19,864190,R_19,18504,R_19,0,R_19,18170,R_19,900864,R_19,380871,R_19,138903,R_19,519774,R_19,29235,R_19,13121,R_19,4751,R_19,47107,R_19,333983,R_19,900864,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,37240,R_19,74951,R_19,2809,R_19,19323,R_19,3079,R_19,741,R_19,3,R_19,13,R_19,16,R_19,91,R_19,4025,R_19,41944,R_19,6816,R_19,5730,R_19,54746,R_19,18666,R_19,5654,R_19,49092,R_19,245,R_19,5899,R_19,54991,R_19,5648,R_19,8712,R_19,292,R_19,182,R_19,30,R_19,10938,R_19,8232,R_19,1223,R_19,6,R_19,5271,R_19,6437,R_19,1218,2019,3,1,0,0,0,-88.224,41.26016,17,197,07770,690743,31,31,8840.03,3024,1716,16980,0,A
IL,IL0189,30285,"FOUNTAINDALE PUBLIC LIBRARY DISTRICT","300 WEST BRIARCLIFF ROAD",BOLINGBROOK,60440,2844,"300 WEST BRIARCLIFF ROAD",BOLINGBROOK,60440,2844,WILL,6307592102,ME,LD,MO,Y,OTH,N,07/01/2018,06/30/2019,67683,R_19,67683,1,R_19,0,R_19,1,R_19,14.06,R_19,14.06,R_19,68.54,R_19,82.6,R_19,11253615,R_19,214985,R_19,0,R_19,913217,R_19,12381817,R_19,3743299,R_19,1240545,R_19,4983844,R_19,451044,R_19,287633,R_19,265906,R_19,1004583,R_19,5474674,R_19,11463101,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,200463,R_19,62492,R_19,26035,R_19,32286,R_19,45248,R_19,3066,R_19,65,R_19,13,R_19,78,R_19,390,R_19,5580,R_19,455310,R_19,49109,R_19,24396,R_19,855905,R_19,355316,R_19,88573,R_19,767332,R_19,49992,R_19,138565,R_19,905897,R_19,81880,R_19,66075,R_19,3661,R_19,2009,R_19,576,R_19,131782,R_19,74723,R_19,14620,R_19,136,R_19,71682,R_19,216585,R_19,309813,2019,3,1,0,0,0,-88.078,41.69829,17,197,07133,690743,13,13,8801.07,3011,1711,16980,0,A
IL,IL0190,30288,"FOX LAKE PUBLIC LIBRARY DISTRICT","255 EAST GRAND AVENUE","FOX LAKE",60020,1668,"255 EAST GRAND AVENUE","FOX LAKE",60020,1668,LAKE,8475870198,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,25284,R_19,25284,1,R_19,0,R_19,0,R_19,6.56,R_19,14.51,R_19,9.05,R_19,23.56,R_19,2400875,R_19,52725,R_19,0,R_19,124109,R_19,2577709,R_19,878570,R_19,291367,R_19,1169937,R_19,244099,R_19,210444,R_19,85702,R_19,540245,R_19,1593990,R_19,3304172,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,112757,R_19,99892,R_19,55823,R_19,9375,R_19,37830,R_19,11626,R_19,868,R_19,20,R_19,13,R_19,33,R_19,241,R_19,3572,R_19,128926,R_19,23905,R_19,7569,R_19,168743,R_19,50249,R_19,33234,R_19,135509,R_19,18281,R_19,51515,R_19,187024,R_19,1667,R_19,2671,R_19,831,R_19,419,R_19,108,R_19,12051,R_19,7344,R_19,1416,R_19,34,R_19,19808,R_19,32764,R_19,340256,2019,3,1,0,0,0,-88.1614,42.39398,17,97,27442,696535,21,21,8609.03,1022,1710,16980,0,A
IL,IL0191,30289,"FOX RIVER GROVE PUBLIC LIBRARY DISTRICT","407 LINCOLN AVENUE","FOX RIVER GROVE",60021,1406,"407 LINCOLN AVENUE","FOX RIVER GROVE",60021,1406,MCHENRY,8476392274,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,4854,R_19,4854,1,R_19,0,R_19,0,R_19,0.94,R_19,2.68,R_19,3.33,R_19,6.01,R_19,499846,R_19,12747,R_19,0,R_19,5097,R_19,517690,R_19,224909,R_19,53396,R_19,278305,R_19,30062,R_19,3200,R_19,10078,R_19,43340,R_19,463648,R_19,785293,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,311675,R_19,24188,R_19,77904,R_19,2636,R_19,36590,R_19,4517,R_19,137,R_19,2,R_19,13,R_19,15,R_19,35,R_19,2428,R_19,26475,R_19,2801,R_19,2216,R_19,50087,R_19,15270,R_19,5547,R_19,44540,R_19,0,R_19,5547,R_19,50087,R_19,160,R_19,514,R_19,314,R_19,85,R_19,14,R_19,3635,R_19,2189,R_19,208,R_19,8,R_19,1987,R_19,61,R_19,40195,2019,3,1,0,0,0,-88.2206,42.19774,17,111,27533,307774,21,21,8714.02,2013,1706,16980,0,A
IL,IL0192,30290,"FRANKFORT PUBLIC LIBRARY DISTRICT","21119 SOUTH PFEIFFER ROAD",FRANKFORT,60423,8699,"21119 SOUTH PFEIFFER ROAD",FRANKFORT,60423,8699,WILL,8154692423,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,30484,R_19,30484,1,R_19,0,R_19,0,R_19,10.0,R_19,12.5,R_19,12.04,R_19,24.54,R_19,2300899,R_19,76995,R_19,0,R_19,101558,R_19,2479452,R_19,1216611,R_19,323158,R_19,1539769,R_19,99164,R_19,38439,R_19,18613,R_19,156216,R_19,706191,R_19,2402176,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,93031,R_19,85392,R_19,7100,R_19,33208,R_19,10131,R_19,1235,R_19,13,R_19,13,R_19,26,R_19,74,R_19,3468,R_19,161079,R_19,24588,R_19,12896,R_19,350736,R_19,130891,R_19,41619,R_19,309117,R_19,949211,R_19,990830,R_19,1299947,R_19,16243,R_19,33188,R_19,648,R_19,344,R_19,61,R_19,24406,R_19,18565,R_19,1971,R_19,41,R_19,14682,R_19,6665,R_19,266436,2019,3,1,0,0,0,-87.829,41.50574,17,197,27624,690743,21,21,8835.05,2030,1701,16980,0,A
IL,IL0193,30291,"FRANKLIN GROVE PUBLIC LIBRARY","112 SOUTH ELM STREET","FRANKLIN GROVE",61031,9713,"112 SOUTH ELM STREET","FRANKLIN GROVE",61031,9713,LEE,8154562823,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,1021,R_19,1021,1,R_19,0,R_19,0,R_19,1.0,R_19,1.0,R_19,3.13,R_19,4.13,R_19,24123,R_19,1276,R_19,0,R_19,416500,R_19,441899,R_19,133952,R_19,3821,R_19,137773,R_19,15385,R_19,450,R_19,2888,R_19,18723,R_19,74620,R_19,231116,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,14365,R_19,31045,R_19,1087,R_19,11369,R_19,2057,R_19,0,R_19,0,R_19,13,R_19,13,R_19,10,R_19,2444,R_19,9147,R_19,875,R_19,327,R_19,11901,R_19,3846,R_19,562,R_19,11339,R_19,0,R_19,562,R_19,11901,R_19,2804,R_19,2028,R_19,70,R_19,28,R_19,0,R_19,736,R_19,441,R_19,0,R_19,9,R_19,2005,R_19,50,R_19,-1,2019,3,1,0,0,0,-89.2994,41.8401,17,103,27689,34096,42,42,2.0,1065,1716,19940,1,A
IL,IL0194,30292,"FRANKLIN PARK PUBLIC LIBRARY DISTRICT","10311 GRAND AVENUE","FRANKLIN PARK",60131,2225,"10311 GRAND AVENUE","FRANKLIN PARK",60131,2225,COOK,8474556016,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,18333,R_19,18333,1,R_19,0,R_19,0,R_19,6.56,R_19,11.78,R_19,11.86,R_19,23.64,R_19,1748576,R_19,183173,R_19,12000,R_19,81334,R_19,2025083,R_19,833405,R_19,268740,R_19,1102145,R_19,102602,R_19,24661,R_19,28674,R_19,155937,R_19,205689,R_19,1463771,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,95588,R_19,99824,R_19,53136,R_19,9281,R_19,14878,R_19,13411,R_19,15874,R_19,18,R_19,13,R_19,31,R_19,135,R_19,3461,R_19,196262,R_19,7490,R_19,2575,R_19,99211,R_19,24515,R_19,7659,R_19,91552,R_19,1296,R_19,8955,R_19,100507,R_19,20952,R_19,7827,R_19,412,R_19,257,R_19,51,R_19,5516,R_19,3847,R_19,290,R_19,35,R_19,30494,R_19,23697,R_19,47095,2019,3,1,0,0,0,-87.8826,41.93021,17,31,27702,5150233,21,21,8114.02,2009,1705,16980,0,A
IL,IL0195,30293,"FREEPORT PUBLIC LIBRARY","100 EAST DOUGLAS STREET",FREEPORT,61032,4116,"100 EAST DOUGLAS STREET",FREEPORT,61032,4116,STEPHENSON,8152333000,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,25638,R_19,25638,1,R_19,0,R_19,0,R_19,3.0,R_19,3.0,R_19,7.85,R_19,10.85,R_19,960154,R_19,45726,R_19,29081,R_19,108163,R_19,1143124,R_19,500162,R_19,160225,R_19,660387,R_19,79421,R_19,18600,R_19,19488,R_19,117509,R_19,355228,R_19,1133124,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,117435,R_19,29498,R_19,8521,R_19,5035,R_19,5683,R_19,684,R_19,0,R_19,13,R_19,13,R_19,205,R_19,3163,R_19,104344,R_19,6492,R_19,13165,R_19,135028,R_19,37660,R_19,7253,R_19,127775,R_19,0,R_19,7253,R_19,135028,R_19,18000,R_19,20000,R_19,351,R_19,319,R_19,10,R_19,4715,R_19,3793,R_19,38,R_19,35,R_19,24610,R_19,20383,ID19,55117,2019,3,2,0,0,0,-89.6199,42.30021,17,177,27884,44498,32,32,8.0,3010,1717,23300,1,A
